,Datetime,Location,Direction,Bicycles,Cars,Total
0,2022-10-12 00:00:00,BondSt_GardenSt,WB,0,7.0,7.0
1,2022-10-12 01:00:00,BondSt_GardenSt,WB,0,6.0,7.0
2,2022-10-12 02:00:00,BondSt_GardenSt,WB,0,0.0,0.0
3,2022-10-12 03:00:00,BondSt_GardenSt,WB,0,0.0,0.0
4,2022-10-12 04:00:00,BondSt_GardenSt,WB,0,2.0,2.0
5,2022-10-12 05:00:00,BondSt_GardenSt,WB,0,7.0,8.0
6,2022-10-12 06:00:00,BondSt_GardenSt,WB,0,23.0,26.0
7,2022-10-12 07:00:00,BondSt_GardenSt,WB,0,78.0,91.0
8,2022-10-12 08:00:00,BondSt_GardenSt,WB,0,78.0,92.0
9,2022-10-12 09:00:00,BondSt_GardenSt,WB,1,60.0,86.0
10,2022-10-12 10:00:00,BondSt_GardenSt,WB,0,54.0,69.0
11,2022-10-12 11:00:00,BondSt_GardenSt,WB,0,45.0,58.0
12,2022-10-12 12:00:00,BondSt_GardenSt,WB,0,57.0,79.0
13,2022-10-12 13:00:00,BondSt_GardenSt,WB,0,55.0,69.0
14,2022-10-12 14:00:00,BondSt_GardenSt,WB,1,61.0,74.0
15,2022-10-12 15:00:00,BondSt_GardenSt,WB,0,69.0,86.0
16,2022-10-12 16:00:00,BondSt_GardenSt,WB,0,88.0,94.0
17,2022-10-12 17:00:00,BondSt_GardenSt,WB,2,104.0,114.0
18,2022-10-12 18:00:00,BondSt_GardenSt,WB,2,79.0,87.0
19,2022-10-12 19:00:00,BondSt_GardenSt,WB,0,73.0,80.0
20,2022-10-12 20:00:00,BondSt_GardenSt,WB,0,61.0,64.0
21,2022-10-12 21:00:00,BondSt_GardenSt,WB,1,43.0,44.0
22,2022-10-12 22:00:00,BondSt_GardenSt,WB,0,27.0,33.0
23,2022-10-12 23:00:00,BondSt_GardenSt,WB,0,7.0,7.0
0,2022-10-12 00:00:00,BondSt_GardenSt,EB,0,5.0,5.0
1,2022-10-12 01:00:00,BondSt_GardenSt,EB,0,4.0,4.0
2,2022-10-12 02:00:00,BondSt_GardenSt,EB,0,1.0,1.0
3,2022-10-12 03:00:00,BondSt_GardenSt,EB,0,1.0,1.0
4,2022-10-12 04:00:00,BondSt_GardenSt,EB,0,4.0,5.0
5,2022-10-12 05:00:00,BondSt_GardenSt,EB,0,10.0,16.0
6,2022-10-12 06:00:00,BondSt_GardenSt,EB,0,12.0,22.0
7,2022-10-12 07:00:00,BondSt_GardenSt,EB,0,55.0,69.0
8,2022-10-12 08:00:00,BondSt_GardenSt,EB,2,139.0,164.0
9,2022-10-12 09:00:00,BondSt_GardenSt,EB,0,98.0,112.0
10,2022-10-12 10:00:00,BondSt_GardenSt,EB,0,70.0,84.0
11,2022-10-12 11:00:00,BondSt_GardenSt,EB,2,63.0,88.0
12,2022-10-12 12:00:00,BondSt_GardenSt,EB,1,64.0,83.0
13,2022-10-12 13:00:00,BondSt_GardenSt,EB,6,56.0,73.0
14,2022-10-12 14:00:00,BondSt_GardenSt,EB,2,84.0,102.0
15,2022-10-12 15:00:00,BondSt_GardenSt,EB,2,89.0,107.0
16,2022-10-12 16:00:00,BondSt_GardenSt,EB,2,136.0,151.0
17,2022-10-12 17:00:00,BondSt_GardenSt,EB,8,145.0,167.0
18,2022-10-12 18:00:00,BondSt_GardenSt,EB,2,139.0,150.0
19,2022-10-12 19:00:00,BondSt_GardenSt,EB,1,82.0,89.0
20,2022-10-12 20:00:00,BondSt_GardenSt,EB,1,55.0,59.0
21,2022-10-12 21:00:00,BondSt_GardenSt,EB,1,37.0,43.0
22,2022-10-12 22:00:00,BondSt_GardenSt,EB,2,14.0,17.0
23,2022-10-12 23:00:00,BondSt_GardenSt,EB,1,2.0,3.0
0,2022-12-07 00:00:00,BondSt_GardenSt,EB,0,10.0,10.0
1,2022-12-07 01:00:00,BondSt_GardenSt,EB,0,2.0,2.0
2,2022-12-07 02:00:00,BondSt_GardenSt,EB,0,0.0,1.0
3,2022-12-07 03:00:00,BondSt_GardenSt,EB,0,1.0,1.0
4,2022-12-07 04:00:00,BondSt_GardenSt,EB,0,2.0,2.0
5,2022-12-07 05:00:00,BondSt_GardenSt,EB,0,5.0,6.0
6,2022-12-07 06:00:00,BondSt_GardenSt,EB,0,14.0,15.0
7,2022-12-07 07:00:00,BondSt_GardenSt,EB,0,73.0,82.0
8,2022-12-07 08:00:00,BondSt_GardenSt,EB,0,84.0,95.0
9,2022-12-07 09:00:00,BondSt_GardenSt,EB,0,45.0,54.0
10,2022-12-07 10:00:00,BondSt_GardenSt,EB,0,28.0,33.0
11,2022-12-07 11:00:00,BondSt_GardenSt,EB,0,39.0,47.0
12,2022-12-07 12:00:00,BondSt_GardenSt,EB,0,39.0,50.0
13,2022-12-07 13:00:00,BondSt_GardenSt,EB,0,43.0,61.0
14,2022-12-07 14:00:00,BondSt_GardenSt,EB,0,57.0,66.0
15,2022-12-07 15:00:00,BondSt_GardenSt,EB,0,47.0,61.0
16,2022-12-07 16:00:00,BondSt_GardenSt,EB,0,39.0,44.0
17,2022-12-07 17:00:00,BondSt_GardenSt,EB,0,53.0,58.0
18,2022-12-07 18:00:00,BondSt_GardenSt,EB,0,43.0,48.0
19,2022-12-07 19:00:00,BondSt_GardenSt,EB,0,28.0,30.0
20,2022-12-07 20:00:00,BondSt_GardenSt,EB,0,24.0,26.0
21,2022-12-07 21:00:00,BondSt_GardenSt,EB,0,21.0,22.0
22,2022-12-07 22:00:00,BondSt_GardenSt,EB,0,16.0,16.0
23,2022-12-07 23:00:00,BondSt_GardenSt,EB,0,13.0,14.0
0,2022-12-08 00:00:00,BondSt_GardenSt,EB,0,1.0,1.0
1,2022-12-08 01:00:00,BondSt_GardenSt,EB,0,0.0,1.0
2,2022-12-08 02:00:00,BondSt_GardenSt,EB,0,0.0,1.0
3,2022-12-08 03:00:00,BondSt_GardenSt,EB,0,0.0,0.0
4,2022-12-08 04:00:00,BondSt_GardenSt,EB,0,2.0,2.0
5,2022-12-08 05:00:00,BondSt_GardenSt,EB,0,6.0,7.0
6,2022-12-08 06:00:00,BondSt_GardenSt,EB,0,6.0,8.0
7,2022-12-08 07:00:00,BondSt_GardenSt,EB,0,64.0,76.0
8,2022-12-08 08:00:00,BondSt_GardenSt,EB,0,72.0,88.0
9,2022-12-08 09:00:00,BondSt_GardenSt,EB,0,54.0,63.0
10,2022-12-08 10:00:00,BondSt_GardenSt,EB,1,37.0,47.0
11,2022-12-08 11:00:00,BondSt_GardenSt,EB,0,45.0,49.0
12,2022-12-08 12:00:00,BondSt_GardenSt,EB,0,38.0,46.0
13,2022-12-08 13:00:00,BondSt_GardenSt,EB,0,38.0,42.0
14,2022-12-08 14:00:00,BondSt_GardenSt,EB,0,53.0,66.0
15,2022-12-08 15:00:00,BondSt_GardenSt,EB,0,53.0,66.0
16,2022-12-08 16:00:00,BondSt_GardenSt,EB,0,53.0,60.0
17,2022-12-08 17:00:00,BondSt_GardenSt,EB,0,55.0,61.0
18,2022-12-08 18:00:00,BondSt_GardenSt,EB,0,40.0,46.0
19,2022-12-08 19:00:00,BondSt_GardenSt,EB,0,17.0,18.0
20,2022-12-08 20:00:00,BondSt_GardenSt,EB,0,20.0,20.0
21,2022-12-08 21:00:00,BondSt_GardenSt,EB,0,19.0,20.0
22,2022-12-08 22:00:00,BondSt_GardenSt,EB,0,14.0,17.0
23,2022-12-08 23:00:00,BondSt_GardenSt,EB,0,6.0,7.0
0,2022-12-07 00:00:00,BondSt_GardenSt,WB,0,1.0,2.0
1,2022-12-07 01:00:00,BondSt_GardenSt,WB,0,1.0,2.0
2,2022-12-07 02:00:00,BondSt_GardenSt,WB,0,0.0,0.0
3,2022-12-07 03:00:00,BondSt_GardenSt,WB,0,2.0,2.0
4,2022-12-07 04:00:00,BondSt_GardenSt,WB,0,1.0,1.0
5,2022-12-07 05:00:00,BondSt_GardenSt,WB,0,11.0,17.0
6,2022-12-07 06:00:00,BondSt_GardenSt,WB,0,9.0,18.0
7,2022-12-07 07:00:00,BondSt_GardenSt,WB,0,42.0,51.0
8,2022-12-07 08:00:00,BondSt_GardenSt,WB,0,66.0,78.0
9,2022-12-07 09:00:00,BondSt_GardenSt,WB,0,57.0,67.0
10,2022-12-07 10:00:00,BondSt_GardenSt,WB,0,59.0,71.0
11,2022-12-07 11:00:00,BondSt_GardenSt,WB,0,43.0,56.0
12,2022-12-07 12:00:00,BondSt_GardenSt,WB,0,59.0,66.0
13,2022-12-07 13:00:00,BondSt_GardenSt,WB,0,42.0,51.0
14,2022-12-07 14:00:00,BondSt_GardenSt,WB,0,46.0,60.0
15,2022-12-07 15:00:00,BondSt_GardenSt,WB,0,59.0,68.0
16,2022-12-07 16:00:00,BondSt_GardenSt,WB,0,81.0,88.0
17,2022-12-07 17:00:00,BondSt_GardenSt,WB,0,90.0,100.0
18,2022-12-07 18:00:00,BondSt_GardenSt,WB,0,67.0,70.0
19,2022-12-07 19:00:00,BondSt_GardenSt,WB,0,34.0,37.0
20,2022-12-07 20:00:00,BondSt_GardenSt,WB,0,27.0,28.0
21,2022-12-07 21:00:00,BondSt_GardenSt,WB,0,16.0,19.0
22,2022-12-07 22:00:00,BondSt_GardenSt,WB,0,18.0,18.0
23,2022-12-07 23:00:00,BondSt_GardenSt,WB,0,9.0,10.0
0,2022-12-08 00:00:00,BondSt_GardenSt,WB,0,1.0,2.0
1,2022-12-08 01:00:00,BondSt_GardenSt,WB,0,2.0,2.0
2,2022-12-08 02:00:00,BondSt_GardenSt,WB,0,0.0,1.0
3,2022-12-08 03:00:00,BondSt_GardenSt,WB,0,0.0,0.0
4,2022-12-08 04:00:00,BondSt_GardenSt,WB,0,1.0,2.0
5,2022-12-08 05:00:00,BondSt_GardenSt,WB,0,6.0,10.0
6,2022-12-08 06:00:00,BondSt_GardenSt,WB,0,14.0,25.0
7,2022-12-08 07:00:00,BondSt_GardenSt,WB,0,37.0,46.0
8,2022-12-08 08:00:00,BondSt_GardenSt,WB,0,78.0,90.0
9,2022-12-08 09:00:00,BondSt_GardenSt,WB,0,50.0,64.0
10,2022-12-08 10:00:00,BondSt_GardenSt,WB,0,46.0,55.0
11,2022-12-08 11:00:00,BondSt_GardenSt,WB,0,47.0,60.0
12,2022-12-08 12:00:00,BondSt_GardenSt,WB,0,45.0,51.0
13,2022-12-08 13:00:00,BondSt_GardenSt,WB,0,38.0,54.0
14,2022-12-08 14:00:00,BondSt_GardenSt,WB,0,53.0,63.0
15,2022-12-08 15:00:00,BondSt_GardenSt,WB,0,53.0,68.0
16,2022-12-08 16:00:00,BondSt_GardenSt,WB,0,68.0,81.0
17,2022-12-08 17:00:00,BondSt_GardenSt,WB,0,70.0,81.0
18,2022-12-08 18:00:00,BondSt_GardenSt,WB,0,72.0,79.0
19,2022-12-08 19:00:00,BondSt_GardenSt,WB,0,33.0,35.0
20,2022-12-08 20:00:00,BondSt_GardenSt,WB,0,28.0,28.0
21,2022-12-08 21:00:00,BondSt_GardenSt,WB,0,23.0,24.0
22,2022-12-08 22:00:00,BondSt_GardenSt,WB,0,17.0,20.0
23,2022-12-08 23:00:00,BondSt_GardenSt,WB,0,3.0,4.0
0,2023-01-11 00:00:00,BondSt_GardenSt,EB,0,2.0,2.0
1,2023-01-11 00:15:00,BondSt_GardenSt,EB,0,0.0,0.0
2,2023-01-11 00:30:00,BondSt_GardenSt,EB,0,0.0,0.0
3,2023-01-11 00:45:00,BondSt_GardenSt,EB,0,0.0,0.0
4,2023-01-11 01:00:00,BondSt_GardenSt,EB,0,0.0,0.0
5,2023-01-11 01:15:00,BondSt_GardenSt,EB,0,0.0,0.0
6,2023-01-11 01:30:00,BondSt_GardenSt,EB,0,0.0,0.0
7,2023-01-11 01:45:00,BondSt_GardenSt,EB,0,0.0,0.0
8,2023-01-11 02:00:00,BondSt_GardenSt,EB,0,0.0,0.0
9,2023-01-11 02:15:00,BondSt_GardenSt,EB,0,1.0,1.0
10,2023-01-11 02:30:00,BondSt_GardenSt,EB,0,0.0,0.0
11,2023-01-11 02:45:00,BondSt_GardenSt,EB,0,1.0,1.0
12,2023-01-11 03:00:00,BondSt_GardenSt,EB,0,0.0,0.0
13,2023-01-11 03:15:00,BondSt_GardenSt,EB,0,0.0,0.0
14,2023-01-11 03:30:00,BondSt_GardenSt,EB,0,0.0,0.0
15,2023-01-11 03:45:00,BondSt_GardenSt,EB,0,0.0,0.0
16,2023-01-11 04:00:00,BondSt_GardenSt,EB,0,0.0,0.0
17,2023-01-11 04:15:00,BondSt_GardenSt,EB,0,0.0,0.0
18,2023-01-11 04:30:00,BondSt_GardenSt,EB,0,1.0,1.0
19,2023-01-11 04:45:00,BondSt_GardenSt,EB,0,5.0,5.0
20,2023-01-11 05:00:00,BondSt_GardenSt,EB,0,1.0,1.0
21,2023-01-11 05:15:00,BondSt_GardenSt,EB,0,1.0,1.0
22,2023-01-11 05:30:00,BondSt_GardenSt,EB,0,5.0,5.0
23,2023-01-11 05:45:00,BondSt_GardenSt,EB,0,5.0,5.0
24,2023-01-11 06:00:00,BondSt_GardenSt,EB,0,6.0,7.0
25,2023-01-11 06:15:00,BondSt_GardenSt,EB,0,7.0,7.0
26,2023-01-11 06:30:00,BondSt_GardenSt,EB,0,4.0,5.0
27,2023-01-11 06:45:00,BondSt_GardenSt,EB,0,9.0,9.0
28,2023-01-11 07:00:00,BondSt_GardenSt,EB,0,8.0,8.0
29,2023-01-11 07:15:00,BondSt_GardenSt,EB,0,12.0,13.0
30,2023-01-11 07:30:00,BondSt_GardenSt,EB,0,14.0,14.0
31,2023-01-11 07:45:00,BondSt_GardenSt,EB,0,12.0,12.0
32,2023-01-11 08:00:00,BondSt_GardenSt,EB,0,19.0,22.0
33,2023-01-11 08:15:00,BondSt_GardenSt,EB,1,20.0,23.0
34,2023-01-11 08:30:00,BondSt_GardenSt,EB,0,29.0,29.0
35,2023-01-11 08:45:00,BondSt_GardenSt,EB,0,17.0,18.0
36,2023-01-11 09:00:00,BondSt_GardenSt,EB,1,16.0,17.0
37,2023-01-11 09:15:00,BondSt_GardenSt,EB,1,15.0,17.0
38,2023-01-11 09:30:00,BondSt_GardenSt,EB,0,26.0,26.0
39,2023-01-11 09:45:00,BondSt_GardenSt,EB,0,15.0,16.0
40,2023-01-11 10:00:00,BondSt_GardenSt,EB,0,15.0,16.0
41,2023-01-11 10:15:00,BondSt_GardenSt,EB,0,11.0,11.0
42,2023-01-11 10:30:00,BondSt_GardenSt,EB,0,18.0,19.0
43,2023-01-11 10:45:00,BondSt_GardenSt,EB,0,7.0,7.0
44,2023-01-11 11:00:00,BondSt_GardenSt,EB,1,14.0,15.0
45,2023-01-11 11:15:00,BondSt_GardenSt,EB,0,13.0,14.0
46,2023-01-11 11:30:00,BondSt_GardenSt,EB,1,16.0,17.0
47,2023-01-11 11:45:00,BondSt_GardenSt,EB,0,13.0,14.0
48,2023-01-11 12:00:00,BondSt_GardenSt,EB,0,11.0,11.0
49,2023-01-11 12:15:00,BondSt_GardenSt,EB,0,11.0,13.0
50,2023-01-11 12:30:00,BondSt_GardenSt,EB,0,13.0,13.0
51,2023-01-11 12:45:00,BondSt_GardenSt,EB,0,10.0,10.0
52,2023-01-11 13:00:00,BondSt_GardenSt,EB,0,11.0,11.0
53,2023-01-11 13:15:00,BondSt_GardenSt,EB,0,5.0,5.0
54,2023-01-11 13:30:00,BondSt_GardenSt,EB,0,6.0,7.0
55,2023-01-11 13:45:00,BondSt_GardenSt,EB,0,5.0,6.0
56,2023-01-11 14:00:00,BondSt_GardenSt,EB,0,12.0,12.0
57,2023-01-11 14:15:00,BondSt_GardenSt,EB,1,7.0,8.0
58,2023-01-11 14:30:00,BondSt_GardenSt,EB,0,23.0,23.0
59,2023-01-11 14:45:00,BondSt_GardenSt,EB,1,12.0,15.0
60,2023-01-11 15:00:00,BondSt_GardenSt,EB,0,10.0,10.0
61,2023-01-11 15:15:00,BondSt_GardenSt,EB,0,8.0,8.0
62,2023-01-11 15:30:00,BondSt_GardenSt,EB,0,13.0,14.0
63,2023-01-11 15:45:00,BondSt_GardenSt,EB,0,14.0,16.0
64,2023-01-11 16:00:00,BondSt_GardenSt,EB,0,15.0,15.0
65,2023-01-11 16:15:00,BondSt_GardenSt,EB,0,17.0,17.0
66,2023-01-11 16:30:00,BondSt_GardenSt,EB,0,16.0,16.0
67,2023-01-11 16:45:00,BondSt_GardenSt,EB,0,15.0,15.0
68,2023-01-11 17:00:00,BondSt_GardenSt,EB,2,21.0,23.0
69,2023-01-11 17:15:00,BondSt_GardenSt,EB,0,23.0,23.0
70,2023-01-11 17:30:00,BondSt_GardenSt,EB,0,24.0,25.0
71,2023-01-11 17:45:00,BondSt_GardenSt,EB,0,24.0,24.0
72,2023-01-11 18:00:00,BondSt_GardenSt,EB,0,11.0,11.0
73,2023-01-11 18:15:00,BondSt_GardenSt,EB,0,16.0,16.0
74,2023-01-11 18:30:00,BondSt_GardenSt,EB,0,13.0,13.0
75,2023-01-11 18:45:00,BondSt_GardenSt,EB,0,14.0,15.0
76,2023-01-11 19:00:00,BondSt_GardenSt,EB,0,5.0,6.0
77,2023-01-11 19:15:00,BondSt_GardenSt,EB,0,10.0,10.0
78,2023-01-11 19:30:00,BondSt_GardenSt,EB,0,10.0,11.0
79,2023-01-11 19:45:00,BondSt_GardenSt,EB,0,9.0,9.0
80,2023-01-11 20:00:00,BondSt_GardenSt,EB,0,7.0,7.0
81,2023-01-11 20:15:00,BondSt_GardenSt,EB,0,6.0,6.0
82,2023-01-11 20:30:00,BondSt_GardenSt,EB,0,8.0,8.0
83,2023-01-11 20:45:00,BondSt_GardenSt,EB,0,5.0,5.0
84,2023-01-11 21:00:00,BondSt_GardenSt,EB,0,5.0,5.0
85,2023-01-11 21:15:00,BondSt_GardenSt,EB,0,3.0,3.0
86,2023-01-11 21:30:00,BondSt_GardenSt,EB,0,5.0,5.0
87,2023-01-11 21:45:00,BondSt_GardenSt,EB,0,8.0,8.0
88,2023-01-11 22:00:00,BondSt_GardenSt,EB,0,5.0,5.0
89,2023-01-11 22:15:00,BondSt_GardenSt,EB,0,3.0,3.0
90,2023-01-11 22:30:00,BondSt_GardenSt,EB,0,0.0,0.0
91,2023-01-11 22:45:00,BondSt_GardenSt,EB,0,4.0,4.0
92,2023-01-11 23:00:00,BondSt_GardenSt,EB,0,1.0,1.0
93,2023-01-11 23:15:00,BondSt_GardenSt,EB,0,1.0,1.0
94,2023-01-11 23:30:00,BondSt_GardenSt,EB,0,0.0,0.0
95,2023-01-11 23:45:00,BondSt_GardenSt,EB,0,0.0,0.0
0,2023-01-12 00:00:00,BondSt_GardenSt,EB,0,1.0,1.0
1,2023-01-12 00:15:00,BondSt_GardenSt,EB,0,0.0,0.0
2,2023-01-12 00:30:00,BondSt_GardenSt,EB,0,0.0,0.0
3,2023-01-12 00:45:00,BondSt_GardenSt,EB,0,1.0,1.0
4,2023-01-12 01:00:00,BondSt_GardenSt,EB,0,2.0,2.0
5,2023-01-12 01:15:00,BondSt_GardenSt,EB,0,0.0,0.0
6,2023-01-12 01:30:00,BondSt_GardenSt,EB,0,0.0,0.0
7,2023-01-12 01:45:00,BondSt_GardenSt,EB,0,1.0,1.0
8,2023-01-12 02:00:00,BondSt_GardenSt,EB,0,0.0,0.0
9,2023-01-12 02:15:00,BondSt_GardenSt,EB,0,0.0,0.0
10,2023-01-12 02:30:00,BondSt_GardenSt,EB,0,1.0,1.0
11,2023-01-12 02:45:00,BondSt_GardenSt,EB,0,1.0,1.0
12,2023-01-12 03:00:00,BondSt_GardenSt,EB,0,0.0,0.0
13,2023-01-12 03:15:00,BondSt_GardenSt,EB,0,0.0,0.0
14,2023-01-12 03:30:00,BondSt_GardenSt,EB,0,1.0,1.0
15,2023-01-12 03:45:00,BondSt_GardenSt,EB,0,0.0,0.0
16,2023-01-12 04:00:00,BondSt_GardenSt,EB,0,0.0,0.0
17,2023-01-12 04:15:00,BondSt_GardenSt,EB,0,0.0,0.0
18,2023-01-12 04:30:00,BondSt_GardenSt,EB,0,0.0,0.0
19,2023-01-12 04:45:00,BondSt_GardenSt,EB,0,2.0,2.0
20,2023-01-12 05:00:00,BondSt_GardenSt,EB,0,0.0,0.0
21,2023-01-12 05:15:00,BondSt_GardenSt,EB,0,3.0,3.0
22,2023-01-12 05:30:00,BondSt_GardenSt,EB,0,7.0,7.0
23,2023-01-12 05:45:00,BondSt_GardenSt,EB,0,3.0,3.0
24,2023-01-12 06:00:00,BondSt_GardenSt,EB,0,5.0,5.0
25,2023-01-12 06:15:00,BondSt_GardenSt,EB,0,5.0,5.0
26,2023-01-12 06:30:00,BondSt_GardenSt,EB,0,7.0,7.0
27,2023-01-12 06:45:00,BondSt_GardenSt,EB,0,12.0,12.0
28,2023-01-12 07:00:00,BondSt_GardenSt,EB,0,13.0,13.0
29,2023-01-12 07:15:00,BondSt_GardenSt,EB,0,6.0,6.0
30,2023-01-12 07:30:00,BondSt_GardenSt,EB,0,8.0,9.0
31,2023-01-12 07:45:00,BondSt_GardenSt,EB,0,25.0,25.0
32,2023-01-12 08:00:00,BondSt_GardenSt,EB,0,16.0,16.0
33,2023-01-12 08:15:00,BondSt_GardenSt,EB,0,17.0,20.0
34,2023-01-12 08:30:00,BondSt_GardenSt,EB,0,22.0,22.0
35,2023-01-12 08:45:00,BondSt_GardenSt,EB,0,24.0,25.0
36,2023-01-12 09:00:00,BondSt_GardenSt,EB,1,15.0,16.0
37,2023-01-12 09:15:00,BondSt_GardenSt,EB,0,12.0,12.0
38,2023-01-12 09:30:00,BondSt_GardenSt,EB,0,11.0,11.0
39,2023-01-12 09:45:00,BondSt_GardenSt,EB,0,13.0,13.0
40,2023-01-12 10:00:00,BondSt_GardenSt,EB,1,10.0,11.0
41,2023-01-12 10:15:00,BondSt_GardenSt,EB,0,18.0,19.0
42,2023-01-12 10:30:00,BondSt_GardenSt,EB,0,14.0,15.0
43,2023-01-12 10:45:00,BondSt_GardenSt,EB,0,13.0,13.0
44,2023-01-12 11:00:00,BondSt_GardenSt,EB,0,12.0,12.0
45,2023-01-12 11:15:00,BondSt_GardenSt,EB,0,5.0,5.0
46,2023-01-12 11:30:00,BondSt_GardenSt,EB,1,15.0,16.0
47,2023-01-12 11:45:00,BondSt_GardenSt,EB,0,13.0,14.0
48,2023-01-12 12:00:00,BondSt_GardenSt,EB,0,11.0,11.0
49,2023-01-12 12:15:00,BondSt_GardenSt,EB,0,13.0,15.0
50,2023-01-12 12:30:00,BondSt_GardenSt,EB,0,12.0,13.0
51,2023-01-12 12:45:00,BondSt_GardenSt,EB,0,16.0,16.0
52,2023-01-12 13:00:00,BondSt_GardenSt,EB,0,13.0,15.0
53,2023-01-12 13:15:00,BondSt_GardenSt,EB,1,12.0,13.0
54,2023-01-12 13:30:00,BondSt_GardenSt,EB,0,15.0,15.0
55,2023-01-12 13:45:00,BondSt_GardenSt,EB,1,6.0,7.0
56,2023-01-12 14:00:00,BondSt_GardenSt,EB,0,6.0,6.0
57,2023-01-12 14:15:00,BondSt_GardenSt,EB,0,11.0,11.0
58,2023-01-12 14:30:00,BondSt_GardenSt,EB,0,13.0,14.0
59,2023-01-12 14:45:00,BondSt_GardenSt,EB,1,19.0,20.0
60,2023-01-12 15:00:00,BondSt_GardenSt,EB,0,12.0,12.0
61,2023-01-12 15:15:00,BondSt_GardenSt,EB,0,13.0,14.0
62,2023-01-12 15:30:00,BondSt_GardenSt,EB,1,16.0,17.0
63,2023-01-12 15:45:00,BondSt_GardenSt,EB,0,14.0,14.0
64,2023-01-12 16:00:00,BondSt_GardenSt,EB,0,12.0,12.0
65,2023-01-12 16:15:00,BondSt_GardenSt,EB,0,17.0,17.0
66,2023-01-12 16:30:00,BondSt_GardenSt,EB,0,8.0,8.0
67,2023-01-12 16:45:00,BondSt_GardenSt,EB,0,16.0,16.0
68,2023-01-12 17:00:00,BondSt_GardenSt,EB,0,20.0,20.0
69,2023-01-12 17:15:00,BondSt_GardenSt,EB,0,16.0,17.0
70,2023-01-12 17:30:00,BondSt_GardenSt,EB,0,14.0,14.0
71,2023-01-12 17:45:00,BondSt_GardenSt,EB,0,18.0,18.0
72,2023-01-12 18:00:00,BondSt_GardenSt,EB,0,13.0,13.0
73,2023-01-12 18:15:00,BondSt_GardenSt,EB,0,19.0,19.0
74,2023-01-12 18:30:00,BondSt_GardenSt,EB,0,15.0,15.0
75,2023-01-12 18:45:00,BondSt_GardenSt,EB,0,15.0,15.0
76,2023-01-12 19:00:00,BondSt_GardenSt,EB,0,12.0,12.0
77,2023-01-12 19:15:00,BondSt_GardenSt,EB,0,10.0,11.0
78,2023-01-12 19:30:00,BondSt_GardenSt,EB,0,1.0,1.0
79,2023-01-12 19:45:00,BondSt_GardenSt,EB,0,3.0,3.0
80,2023-01-12 20:00:00,BondSt_GardenSt,EB,0,3.0,3.0
81,2023-01-12 20:15:00,BondSt_GardenSt,EB,0,5.0,5.0
82,2023-01-12 20:30:00,BondSt_GardenSt,EB,0,4.0,4.0
83,2023-01-12 20:45:00,BondSt_GardenSt,EB,0,8.0,8.0
84,2023-01-12 21:00:00,BondSt_GardenSt,EB,0,7.0,7.0
85,2023-01-12 21:15:00,BondSt_GardenSt,EB,0,8.0,8.0
86,2023-01-12 21:30:00,BondSt_GardenSt,EB,0,7.0,7.0
87,2023-01-12 21:45:00,BondSt_GardenSt,EB,0,2.0,2.0
88,2023-01-12 22:00:00,BondSt_GardenSt,EB,0,3.0,3.0
89,2023-01-12 22:15:00,BondSt_GardenSt,EB,0,5.0,5.0
90,2023-01-12 22:30:00,BondSt_GardenSt,EB,0,3.0,3.0
91,2023-01-12 22:45:00,BondSt_GardenSt,EB,0,2.0,2.0
92,2023-01-12 23:00:00,BondSt_GardenSt,EB,0,3.0,3.0
93,2023-01-12 23:15:00,BondSt_GardenSt,EB,0,1.0,1.0
94,2023-01-12 23:30:00,BondSt_GardenSt,EB,0,2.0,2.0
95,2023-01-12 23:45:00,BondSt_GardenSt,EB,0,3.0,3.0
0,2023-01-11 00:00:00,BondSt_GardenSt,WB,0,0.0,0.0
1,2023-01-11 00:15:00,BondSt_GardenSt,WB,0,2.0,2.0
2,2023-01-11 00:30:00,BondSt_GardenSt,WB,0,0.0,0.0
3,2023-01-11 00:45:00,BondSt_GardenSt,WB,0,0.0,0.0
4,2023-01-11 01:00:00,BondSt_GardenSt,WB,0,2.0,2.0
5,2023-01-11 01:15:00,BondSt_GardenSt,WB,0,0.0,0.0
6,2023-01-11 01:30:00,BondSt_GardenSt,WB,0,2.0,2.0
7,2023-01-11 01:45:00,BondSt_GardenSt,WB,0,0.0,0.0
8,2023-01-11 02:00:00,BondSt_GardenSt,WB,0,0.0,0.0
9,2023-01-11 02:15:00,BondSt_GardenSt,WB,0,0.0,0.0
10,2023-01-11 02:30:00,BondSt_GardenSt,WB,0,0.0,0.0
11,2023-01-11 02:45:00,BondSt_GardenSt,WB,0,0.0,0.0
12,2023-01-11 03:00:00,BondSt_GardenSt,WB,0,0.0,0.0
13,2023-01-11 03:15:00,BondSt_GardenSt,WB,0,0.0,0.0
14,2023-01-11 03:30:00,BondSt_GardenSt,WB,0,0.0,0.0
15,2023-01-11 03:45:00,BondSt_GardenSt,WB,0,0.0,0.0
16,2023-01-11 04:00:00,BondSt_GardenSt,WB,0,0.0,0.0
17,2023-01-11 04:15:00,BondSt_GardenSt,WB,0,0.0,0.0
18,2023-01-11 04:30:00,BondSt_GardenSt,WB,0,0.0,0.0
19,2023-01-11 04:45:00,BondSt_GardenSt,WB,0,0.0,0.0
20,2023-01-11 05:00:00,BondSt_GardenSt,WB,0,0.0,0.0
21,2023-01-11 05:15:00,BondSt_GardenSt,WB,0,0.0,0.0
